# Path distance (Angstrom), Energy (eV)
0.000000000000000000e+00 0.000000000000000000e+00
2.934929711344911804e-02 3.558153209352575303e-04
5.869859422689823608e-02 1.389446047752485036e-03
8.804789134034735065e-02 3.084397301495038577e-03
1.173971884537964722e-01 5.424174203206275080e-03
1.467464855672455937e-01 8.392281873929549954e-03
1.760957826806947013e-01 1.197222543470822034e-02
2.054450797941438367e-01 1.614751000658564209e-02
2.347943769075929443e-01 2.090164071060516757e-02
2.641436740210420520e-01 2.621812266781016129e-02
2.934929711344911873e-01 3.208046099924397737e-02
3.228422682479403227e-01 3.847216082594997338e-02
3.521915653613894026e-01 4.537672726897148262e-02
3.815408624748385380e-01 5.277766544935189735e-02
4.108901595882876734e-01 6.065848048813456128e-02
4.402394567017367533e-01 6.900267750636281117e-02
4.695887538151858887e-01 7.779376162508003234e-02
4.989380509286350240e-01 8.701523796532956156e-02
5.282873480420841039e-01 9.665061164815473560e-02
5.576366451555332393e-01 1.066833877945989606e-01
5.869859422689823747e-01 1.170970715257056011e-01
6.159513042929398718e-01 1.276501881696431862e-01
6.449166663168972580e-01 1.383839354276368838e-01
6.738820283408547551e-01 1.492898862353930767e-01
7.028473903648121413e-01 1.603596135286179947e-01
7.318127523887696384e-01 1.715846902430179788e-01
7.607781144127270245e-01 1.829566893142993700e-01
7.897434764366845217e-01 1.944671836781684537e-01
8.187088384606420188e-01 2.061077462703315710e-01
8.476742004845994050e-01 2.178699500264950073e-01
8.766395625085567911e-01 2.297453678823651035e-01
9.056049245325142882e-01 2.417255727736482007e-01
9.345702865564717854e-01 2.538021376360505288e-01
9.635356485804291715e-01 2.659666354052784842e-01
9.925010106043866687e-01 2.782106390170383525e-01
1.021466372628344166e+00 2.905257214070364746e-01
1.050431734652301552e+00 3.029034555109790805e-01
1.079397096676258938e+00 3.153354142645725111e-01
1.108362458700216546e+00 3.278131706035232740e-01
1.137327820724173932e+00 3.403282974635373770e-01
1.166293182748131319e+00 3.528723677803213832e-01
1.194466271533251467e+00 3.651187129746676363e-01
1.222639360318371615e+00 3.774314156828069700e-01
1.250812449103491764e+00 3.898078859754783854e-01
1.278985537888611912e+00 4.022455339234212723e-01
1.307158626673732282e+00 4.147417695973746876e-01
1.335331715458852209e+00 4.272940030680776324e-01
1.363504804243972579e+00 4.398996444062694411e-01
1.391677893029092727e+00 4.525561036826892258e-01
1.419850981814212876e+00 4.652607909680759879e-01
1.448024070599333024e+00 4.780111163331690061e-01
1.476197159384453172e+00 4.908044898487073371e-01
1.504370248169573321e+00 5.036383215854303153e-01
1.532543336954693469e+00 5.165100216140768863e-01
1.560716425739813618e+00 5.294170000053863845e-01
1.588889514524933766e+00 5.423566668300978666e-01
1.617062603310054136e+00 5.553264321589505004e-01
1.645235692095174063e+00 5.683237060626833426e-01
1.673408780880294433e+00 5.813458986120356720e-01
1.701581869665414581e+00 5.943904198777465453e-01
1.729754958450534730e+00 6.074546799305551303e-01
1.756812067463707772e+00 6.199782723516074068e-01
1.783869176476881035e+00 6.324242696239832373e-01
1.810926285490054077e+00 6.447717430864413624e-01
1.837983394503227341e+00 6.569997640777394121e-01
1.865040503516400383e+00 6.690874039366339066e-01
1.892097612529573425e+00 6.810137340018833640e-01
1.919154721542746689e+00 6.927578256122449707e-01
1.946211830555919731e+00 7.042987501064762457e-01
1.973268939569092995e+00 7.156155788233349302e-01
2.000326048582266036e+00 7.266873831015785434e-01
2.027383157595439300e+00 7.374932342799651597e-01
2.054440266608612120e+00 7.480122036972517430e-01
2.081497375621785384e+00 7.582233626921957015e-01
2.108554484634958648e+00 7.681057826035553315e-01
2.135611593648131468e+00 7.776385347700882633e-01
2.162668702661304732e+00 7.868006905305517940e-01
2.189725811674477995e+00 7.955713212237034426e-01
2.216782920687651259e+00 8.039294981883006175e-01
2.243840029700824079e+00 8.118542927631011707e-01
2.270897138713997343e+00 8.193247762868627326e-01
2.296717852266064952e+00 8.259887258324121184e-01
2.322538565818132561e+00 8.321760575541565785e-01
2.348359279370200170e+00 8.378970393890945445e-01
2.374179992922267779e+00 8.431619392742266683e-01
2.400000706474335388e+00 8.479810251465504933e-01
2.425821420026402997e+00 8.523645649430662274e-01
2.451642133578470606e+00 8.563228266007745226e-01
2.477462847130538215e+00 8.598660780566715900e-01
2.503283560682605824e+00 8.630045872477589697e-01
2.529104274234673433e+00 8.657486221110364255e-01
2.554924987786741042e+00 8.681084505835010567e-01
2.580745701338808651e+00 8.700943406021526272e-01
2.606566414890876260e+00 8.717165601039922329e-01
2.632387128442943869e+00 8.729853770260183055e-01
2.658207841995011478e+00 8.739110593052283882e-01
2.684028555547079087e+00 8.745038748786240212e-01
2.709849269099146696e+00 8.747740916832045244e-01
2.735669982651214305e+00 8.747319776559669968e-01
2.761490696203281914e+00 8.743878007339129788e-01
2.787311409755349523e+00 8.737518288540400135e-01
2.826461187829422794e+00 8.722078333077574186e-01
2.865610965903496510e+00 8.699836016541748762e-01
2.904760743977569781e+00 8.671498863719353523e-01
2.943910522051643497e+00 8.637774399396747071e-01
2.983060300125716768e+00 8.599370148360359067e-01
3.022210078199790040e+00 8.556993635396601405e-01
3.061359856273863755e+00 8.511352385291903744e-01
3.100509634347937027e+00 8.463153922832651332e-01
3.139659412422010742e+00 8.413105772805273830e-01
3.178809190496084014e+00 8.361915459996209776e-01
3.217958968570157730e+00 8.310290509191808894e-01
3.257108746644231001e+00 8.258938445178527488e-01
3.296258524718304272e+00 8.208566792742750806e-01
3.335408302792377988e+00 8.159883076670935154e-01
