# Path distance (Angstrom), Energy (eV)
0.000000000000000000e+00 0.000000000000000000e+00
2.460873398307365442e-02 4.015518333410435692e-04
4.921746796614730884e-02 1.402905938809297093e-03
7.382620194922095980e-02 2.985549029903326879e-03
9.843493593229461769e-02 5.130967820121700752e-03
1.230436699153682756e-01 7.820649022962981173e-03
1.476524038984419196e-01 1.103607935192573580e-02
1.722611378815155914e-01 1.475874552050853925e-02
1.968698718645892354e-01 1.897013424220994268e-02
2.214786058476628794e-01 2.365173223052852158e-02
2.460873398307365512e-01 2.878502619896284795e-02
2.706960738138102229e-01 3.435150286101147643e-02
2.953048077968838392e-01 4.033264893017297209e-02
3.199135417799575110e-01 4.670995111994590693e-02
3.445222757630311827e-01 5.346489614382885641e-02
3.691310097461047990e-01 6.057897071532036826e-02
3.937397437291784708e-01 6.803366154791902487e-02
4.183484777122521425e-01 7.581045535512340172e-02
4.429572116953257588e-01 8.389083885043201183e-02
4.675659456783994306e-01 9.225629874734349312e-02
4.921746796614731023e-01 1.008883217593563308e-01
5.167082473495145933e-01 1.097483779601752529e-01
5.412418150375559733e-01 1.188411775387447078e-01
5.657753827255974644e-01 1.281328042181830995e-01
5.903089504136388443e-01 1.375893417216088321e-01
6.148425181016803354e-01 1.471768737721403930e-01
6.393760857897217154e-01 1.568614840928960197e-01
6.639096534777632064e-01 1.666092564069941995e-01
6.884432211658046974e-01 1.763862744375533920e-01
7.129767888538460774e-01 1.861586219076917237e-01
7.375103565418874574e-01 1.958923825405279318e-01
7.620439242299289484e-01 2.055536400591801427e-01
7.865774919179704394e-01 2.151084781867669271e-01
8.111110596060118194e-01 2.245229806464065503e-01
8.356446272940533104e-01 2.337632311612175273e-01
8.601781949820948014e-01 2.427953134543182068e-01
8.847117626701361814e-01 2.515853112488269372e-01
9.092453303581775614e-01 2.600993082678620949e-01
9.337788980462190525e-01 2.683033882345421950e-01
9.583124657342605435e-01 2.761636348719855305e-01
9.828460334223019235e-01 2.836461319033106721e-01
1.007294805094572032e+00 2.907198525379216525e-01
1.031743576766842363e+00 2.974446376842266870e-01
1.056192348439112472e+00 3.038473624241002646e-01
1.080641120111382580e+00 3.099549018394170963e-01
1.105089891783652689e+00 3.157941310120521150e-01
1.129538663455923020e+00 3.213919250238795877e-01
1.153987435128193129e+00 3.267751589567744475e-01
1.178436206800463237e+00 3.319707078926114052e-01
1.202884978472733568e+00 3.370054469132650610e-01
1.227333750145003677e+00 3.419062511006102367e-01
1.251782521817273786e+00 3.466999955365211994e-01
1.276231293489543894e+00 3.514135553028729930e-01
1.300680065161814225e+00 3.560738054815404396e-01
1.325128836834084334e+00 3.607076211543978062e-01
1.349577608506354665e+00 3.653418774033196925e-01
1.374026380178624773e+00 3.700034493101811428e-01
1.398475151850894882e+00 3.747192119568566460e-01
1.422923923523164991e+00 3.795160404252212460e-01
1.447372695195435321e+00 3.844208097971492100e-01
1.471821466867705430e+00 3.894603951545149156e-01
1.495897375483174807e+00 3.944668792762098808e-01
1.519973284098644406e+00 3.994046116391229972e-01
1.544049192714113783e+00 4.042648004727091293e-01
1.568125101329583382e+00 4.090386540064226972e-01
1.592201009945052759e+00 4.137173804697185098e-01
1.616276918560522358e+00 4.182921880920512092e-01
1.640352827175991735e+00 4.227542851028755488e-01
